epoch,train_loss,val_loss,val_auroc
1,0.5092107573889185,0.4334641806781292,0.8294993049979398
2,0.4690265088463375,0.4407546818256378,0.8120726630161862
3,0.452645998570711,0.43598997965455055,0.8307921690305606
4,0.4381770905165884,0.42813896015286446,0.8443273214324524
5,0.42642000347418507,0.4250481389462948,0.8474420712243642
