epoch,train_loss,val_loss,val_auroc
1,0.5021335408837669,0.44894982874393463,0.8284970425212702
2,0.4649860647870747,0.4218258485198021,0.8553890923887966
3,0.4508765614424993,0.4356156475841999,0.8380290265805348
4,0.43709412873729275,0.42919614166021347,0.8389449678625418
5,0.42284703706637644,0.4594667926430702,0.8334746025602268
