epoch,train_loss,val_loss,val_auroc
1,0.4935359501616979,0.4139815680682659,0.839920953342248
2,0.46110226650947495,0.4269353747367859,0.8457798728672177
3,0.4468030842162338,0.43124615773558617,0.8250395574876611
4,0.4361445340561082,0.4366683065891266,0.8245521216326533
5,0.42314407834849815,0.43452348932623863,0.8348619025620897
